FID,id,site_id,latitude,longitude,country_id,month_start,year_start,month_end,year_end,species,id_method1,id_method2,sample_method1,sample_method2,sample_method3,sample_method4,assi,citation
Anopheline_Data.fid-4b4ba6ae_1627243c985_7599,35364,1000008711,9.299,9.333,NGA,5,2001,5,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_759a,35365,1000008711,9.299,9.333,NGA,6,2001,6,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_759b,35366,1000008711,9.299,9.333,NGA,7,2001,7,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_759c,35392,1000008714,12.43,9.195,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_759d,35367,1000008711,9.299,9.333,NGA,8,2001,8,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_759e,35368,1000008711,9.299,9.333,NGA,9,2001,9,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_759f,35369,1000008711,9.299,9.333,NGA,10,2001,10,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a0,35370,1000008711,9.299,9.333,NGA,11,2001,11,2001,"Anopheles funestus Giles, 1900",morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a1,35371,1000008711,9.299,9.333,NGA,7,2000,7,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a2,35372,1000008711,9.299,9.333,NGA,8,2000,8,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a3,35373,1000008711,9.299,9.333,NGA,9,2000,9,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a4,35374,1000008711,9.299,9.333,NGA,10,2000,10,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a5,35375,1000008711,9.299,9.333,NGA,11,2000,11,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a6,35376,1000008711,9.299,9.333,NGA,12,2000,12,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a7,35377,1000008711,9.299,9.333,NGA,1,2001,1,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a8,35378,1000008711,9.299,9.333,NGA,2,2001,2,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75a9,35379,1000008711,9.299,9.333,NGA,3,2001,3,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75aa,35380,1000008711,9.299,9.333,NGA,4,2001,4,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ab,35381,1000008711,9.299,9.333,NGA,5,2001,5,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ac,35382,1000008711,9.299,9.333,NGA,6,2001,6,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ad,35383,1000008711,9.299,9.333,NGA,7,2001,7,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ae,35384,1000008711,9.299,9.333,NGA,8,2001,8,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75af,35385,1000008711,9.299,9.333,NGA,9,2001,9,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b0,35403,1000008719,7.81,6.736,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b1,35386,1000008711,9.299,9.333,NGA,10,2001,10,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b2,35387,1000008711,9.299,9.333,NGA,11,2001,11,2001,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,not applicable,house resting inside,,,,,"Lenhart, A., Eigege, A., Kal, A., Pam, D., Miri, E.S., Gerlong, G., Oneyka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Dahl, E., Kumbak, D., Dakul, A., Jinadu, M., Umaru, J., Richards, F.O. and Lehmann, T. (2007).  <b>Contributions of different mosquito species to the transmission of lymphatic filariasis in central Nigeria: implications for monitoring infection by PCR in mosquito pools.</b> <i>Filaria Journal</i>, <b>6</b>:14"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b3,35388,1000008712,13.059,5.245,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
