FID,id,site_id,latitude,longitude,country_id,month_start,year_start,month_end,year_end,species,id_method1,id_method2,sample_method1,sample_method2,sample_method3,sample_method4,assi,citation
Anopheline_Data.fid-4b4ba6ae_1627243c985_7500,9274,1000001048,6.817,8.66,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7501,9275,1000001048,6.817,8.66,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7502,9276,1000001048,6.817,8.66,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7503,9277,1000001048,6.817,8.66,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7504,9278,1000001049,8.124,4.247,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7505,9279,1000001049,8.124,4.247,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7506,9283,1000001050,6.451,7.491,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7507,9284,1000001051,5.842,7.352,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7508,9285,1000001051,5.842,7.352,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7509,9286,1000001052,6.494,3.371,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_750a,9287,1000001052,6.494,3.371,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_750b,9288,1000001052,6.494,3.371,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_750c,9289,1000001052,6.494,3.371,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_750d,9292,29347,6.338,5.625,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_750e,9293,29347,6.338,5.625,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_750f,9294,29347,6.338,5.625,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7510,9295,29347,6.338,5.625,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7511,9298,1000001055,5.893,5.678,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7512,9299,1000001055,5.893,5.678,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7513,9300,1000001055,5.893,5.678,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7514,9301,1000001055,5.893,5.678,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7515,10028,29347,6.338,5.625,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7516,10029,1000001235,9.075,6.007,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7517,10030,1000001236,11.301,7.451,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7518,10031,1000001237,8.051,8.649,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7519,10032,1000001238,8.486,8.52,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_751a,10033,1000001239,6.492,3.371,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_751b,10034,1000001240,5.841,7.351,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_751c,10035,1000001241,13.058,5.245,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Genetic differentiation of the malaria vector <i>Anopheles gambiae</i> across Nigeria suggests that selection limits gene flow.</b> <i>Heredity</i>, <b>87</b>(6):647-58"
Anopheline_Data.fid-4b4ba6ae_1627243c985_751d,10221,1000001265,7.38,3.895,NGA,10,2002,9,2003,"Anopheles funestus Giles, 1900",morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,outside shelter artificial,,"Awolola, T.S., Oyewole, I.O., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Identification of three members of the <i>Anopheles funestus</i> (Diptera: Culicidae) group and their role in malaria transmission in two ecological zones in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>99</b>(7):525-31"
Anopheline_Data.fid-4b4ba6ae_1627243c985_751e,10222,1000001265,7.38,3.895,NGA,10,2002,9,2003,"Anopheles funestus Giles, 1900",morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,outside shelter artificial,siblings: An leesoni & An rivulorum,"Awolola, T.S., Oyewole, I.O., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Identification of three members of the <i>Anopheles funestus</i> (Diptera: Culicidae) group and their role in malaria transmission in two ecological zones in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>99</b>(7):525-31"
Anopheline_Data.fid-4b4ba6ae_1627243c985_751f,10223,1000001266,8.491,4.544,NGA,10,2002,9,2003,"Anopheles funestus Giles, 1900",morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,outside shelter artificial,,"Awolola, T.S., Oyewole, I.O., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Identification of three members of the <i>Anopheles funestus</i> (Diptera: Culicidae) group and their role in malaria transmission in two ecological zones in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>99</b>(7):525-31"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7520,11518,1000001656,8.123,4.247,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7521,11508,1000001652,10.519,7.443,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7522,11924,1000001755,7.067,3.75,NGA,7,2001,6,2002,Anopheles nili species complex,morphology,not applicable,indoor light trap,,,,,"Amusan, A.A., Mafiana, C.F., Idowu, A.B. and Olatunde, G.O. (2005).  <b>Sampling mosquitoes with CDC light trap in rice field and plantation communities in Ogun State, Nigeria.</b> <i>Tanzania Health Research Bulletin</i>, <b>7</b>(3):111-6"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7523,11524,1000001659,5.893,5.679,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7524,11509,1000001652,10.519,7.443,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7525,11500,1000001648,13.059,5.242,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7526,11501,1000001648,13.059,5.242,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7527,11502,1000001649,12.429,9.196,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7528,11503,1000001649,12.429,9.196,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7529,11504,1000001650,11.299,7.45,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_752a,11505,1000001650,11.299,7.45,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_752b,11506,1000001651,11.082,7.715,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_752c,11507,1000001651,11.082,7.715,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_752d,11510,1000001653,9.176,7.169,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_752e,11511,1000001653,9.176,7.169,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_752f,11512,1000001654,9.111,4.832,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7530,11513,1000001654,9.111,4.832,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7531,11514,1000001655,6.817,8.667,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7532,11515,1000001655,6.817,8.667,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7533,11516,1000001655,6.817,8.667,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7534,11517,1000001655,6.817,8.667,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7535,11519,1000001656,8.123,4.247,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7536,11520,1000001657,6.716,4.516,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7537,11521,1000001657,6.716,4.516,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7538,11522,1000001658,6.059,5.665,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7539,11523,1000001658,6.059,5.665,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_753a,11525,1000001659,5.893,5.679,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
